bigram,n,total_sentiment
death galore,1,positive
death happy,1,positive
death holy,1,positive
death improved,1,positive
death incredibly,1,positive
death loved,1,positive
death luck,1,positive
death mercifully,1,positive
death patient,1,positive
death persevere,1,positive
death poise,1,positive
death positive,1,positive
death positives,1,positive
death praise,1,positive
death realistic,1,positive
death recomend,1,positive
death recommended,1,positive
death revive,1,positive
death savings,1,positive
death significant,1,positive
death smart,1,positive
death smiles,1,positive
death smooth,1,positive
death streamlined,1,positive
death strongest,1,positive
death truthfully,1,positive
death victory,1,positive
death wonderful,1,positive
death worth,1,positive
death yay,1,positive
debacle pros,1,positive
debatable balanced,1,positive
debatable worth,1,positive
debauchery abound,1,positive
debilitating fun,1,positive
debt beautiful,1,positive
debt worth,1,positive
decay abound,1,positive
decay fast,1,positive
decay improves,1,positive
decay proves,1,positive
decay worth,1,positive
deceit cleverly,1,positive
deceive loyal,1,positive
deceiving colorful,1,positive
decent achievement,1,positive
decent amazing,1,positive
decent authentic,1,positive
decent awesome,1,positive
decent bargain,1,positive
decent bonus,1,positive
decent comprehensive,1,positive
decent cooperative,1,positive
decent creative,1,positive
decent crisp,1,positive
decent decent,1,positive
decent dedicated,1,positive
decent defeat,1,positive
decent destiny,1,positive
decent engaging,1,positive
decent enjoyable,1,positive
decent enjoyment,1,positive
decent fair,1,positive
decent faith,1,positive
decent fans,1,positive
decent fast,1,positive
decent freedom,1,positive
decent gaining,1,positive
decent helping,1,positive
decent honest,1,positive
decent humourous,1,positive
decent inexpensive,1,positive
decent likes,1,positive
decent lovable,1,positive
decent lovely,1,positive
decent luck,1,positive
decent mature,1,positive
decent morality,1,positive
decent originality,1,positive
decent polished,1,positive
decent progressive,1,positive
decent reasonable,1,positive
decent recommendation,1,positive
decent recommended,1,positive
decent refresh,1,positive
decent skilled,1,positive
decent smooth,1,positive
decent strong,1,positive
decent stylish,1,positive
decent stylized,1,positive
decent super,1,positive
decent supported,1,positive
decent supports,1,positive
decent survivor,1,positive
decent talent,1,positive
decent tolerable,1,positive
decent win,1,positive
decent wow,1,positive
deception intelligent,1,positive
deceptively adorable,1,positive
deceptively awesome,1,positive
deceptively engaging,1,positive
deceptively entertaining,1,positive
deceptively excellent,1,positive
deceptively gorgeous,1,positive
deceptively jovial,1,positive
deceptively modest,1,positive
deceptively pleasant,1,positive
deceptively sleek,1,positive
deceptively straightforward,1,positive
deceptively tougher,1,positive
decisive defeat,1,positive
decisive survival,1,positive
decisive thrilling,1,positive
decisive win,1,positive
decisive winner,1,positive
decline refund,1,positive
dedicated excellence,1,positive
dedicated friendly,1,positive
dedicated fun,1,positive
dedicated hug,1,positive
dedicated lean,1,positive
dedicated motivated,1,positive
dedicated pros,1,positive
dedicated skill,1,positive
dedicated solid,1,positive
dedicated survivor,1,positive
defeat fun,1,positive
defeat heroic,1,positive
defeat led,1,positive
defeat providence,1,positive
defeat skill,1,positive
defeat winning,1,positive
defeat worth,1,positive
defeated piety,1,positive
defeating adorable,1,positive
defeating elite,1,positive
defeating famous,1,positive
defeating fast,1,positive
defeating gain,1,positive
defeating legendary,1,positive
defeating mighty,1,positive
defeating quiet,1,positive
defeating super,1,positive
defeating tough,1,positive
defeating tougher,1,positive
defeats gracefully,1,positive
defect free,1,positive
defender recommend,1,positive
defender wins,1,positive
defensive advantages,1,positive
defensive fast,1,positive
defensive heros,1,positive
defensive improvements,1,positive
defensive protection,1,positive
defensive striking,1,positive
defensive super,1,positive
defensive supportive,1,positive
defensive top,1,positive
defensive versatility,1,positive
defiance master,1,positive
defiance support,1,positive
defiant recommendation,1,positive
defiant success,1,positive
defiantly beautiful,1,positive
defiantly recomend,1,positive
deformed gem,1,positive
defunct legendary,1,positive
defunct silent,1,positive
defy holy,1,positive
degrade agility,1,positive
degrade fast,1,positive
delay positive,1,positive
delay progress,1,positive
delay winning,1,positive
delayed gratification,1,positive
delayed reward,1,positive
delays encouraging,1,positive
delays refund,1,positive
delays rockstar,1,positive
delectable variety,1,positive
delicate charming,1,positive
delicate intricate,1,positive
delicate super,1,positive
delicate survival,1,positive
delicate tranquil,1,positive
delicious accurately,1,positive
delicious delight,1,positive
delicious free,1,positive
delicious glorious,1,positive
delicious humor,1,positive
delicious love,1,positive
delicious masterpiece,1,positive
delicious pleasure,1,positive
delicious pretty,1,positive
delicious recommended,1,positive
delicious sweet,1,positive
delight joy,1,positive
delight loved,1,positive
delighted excited,1,positive
delighted excitement,1,positive
delighted smiles,1,positive
delighted top,1,positive
delightful bright,1,positive
delightful classic,1,positive
delightful easiness,1,positive
delightful easy,1,positive
delightful enjoyable,1,positive
delightful gem,1,positive
delightful glory,1,positive
delightful homage,1,positive
delightful humor,1,positive
delightful lead,1,positive
delightful masterpiece,1,positive
delightful recommended,1,positive
delightful wonderful,1,positive
delightfully accessible,1,positive
delightfully amusing,1,positive
delightfully brilliant,1,positive
delightfully colorful,1,positive
delightfully cute,1,positive
delightfully endearing,1,positive
delightfully engaging,1,positive
delightfully enjoyable,1,positive
delightfully expansive,1,positive
delightfully genuine,1,positive
delightfully humorous,1,positive
delightfully impressed,1,positive
delightfully poetic,1,positive
delightfully realistic,1,positive
delightfully skill,1,positive
delightfully surreal,1,positive
delinquency lovely,1,positive
demise beautiful,1,positive
demolisher victory,1,positive
demon fun,1,positive
demon glorious,1,positive
demon heaven,1,positive
demon love,1,positive
demon magic,1,positive
demon variety,1,positive
demonic genius,1,positive
demonic magic,1,positive
demonic skill,1,positive
demonic smile,1,positive
denied refund,1,positive
denied respite,1,positive
denied wow,1,positive
dense beautiful,1,positive
dense colorful,1,positive
dense enjoyable,1,positive
dense fantastic,1,positive
dense fast,1,positive
dense meaningful,1,positive
dense rewarding,1,positive
deny nice,1,positive
deny perfectly,1,positive
deny progress,1,positive
deny revives,1,positive
dependable nice,1,positive
depraved morality,1,positive
depressed amazing,1,positive
depressed creative,1,positive
depressed gain,1,positive
depressed hero,1,positive
depressed nice,1,positive
depressed perfectly,1,positive
depressing achievements,1,positive
depressing awesome,1,positive
depressing ease,1,positive
depressing fanfare,1,positive
depressing instantly,1,positive
depressing love,1,positive
depressing romantic,1,positive
depressing silent,1,positive
depressing survival,1,positive
depressing worth,1,positive
depressing wow,1,positive
depressingly awesome,1,positive
depressingly fun,1,positive
depression cheaper,1,positive
depression fairly,1,positive
depression faithfully,1,positive
depression happiness,1,positive
depression kudos,1,positive
depression love,1,positive
depression survival,1,positive
depression survivor,1,positive
depression wonderfully,1,positive
depression yay,1,positive
derision trust,1,positive
desert boom,1,positive
desert defeating,1,positive
desert fans,1,positive
desertion brilliant,1,positive
deserving praise,1,positive
desirable marvels,1,positive
desirable sustainability,1,positive
desolate believable,1,positive
desolate heavenly,1,positive
despair aspiration,1,positive
despair commitment,1,positive
despair courage,1,positive
despair fun,1,positive
despair love,1,positive
despair nice,1,positive
despair prominent,1,positive
despair pros,1,positive
despair ready,1,positive
despair victory,1,positive
desperate peace,1,positive
desperate skill,1,positive
desperately enjoy,1,positive
desperately excited,1,positive
desperately lead,1,positive
desperately love,1,positive
desperation tough,1,positive
despise love,1,positive
despise trust,1,positive
destiny cool,1,positive
destiny destiny,1,positive
destiny endearing,1,positive
destiny helped,1,positive
destiny pretty,1,positive
destiny pros,1,positive
destiny sexy,1,positive
destroy beloved,1,positive
destroy destiny,1,positive
destroy famous,1,positive
destroy free,1,positive
destroy freedom,1,positive
destroy fun,1,positive
destroy glorious,1,positive
destroy gold,1,positive
destroy helpful,1,positive
destroy invaluable,1,positive
destroy invincible,1,positive
destroy magic,1,positive
destroy mighty,1,positive
destroy powerful,1,positive
destroy protect,1,positive
destroy trump,1,positive
destroyer pretty,1,positive
destroyer upgraded,1,positive
destruction awesome,1,positive
destruction charismatic,1,positive
destruction fans,1,positive
destruction fast,1,positive
destruction finely,1,positive
destruction free,1,positive
destruction happiness,1,positive
destruction lovely,1,positive
destruction magical,1,positive
destruction recommended,1,positive
destruction responsive,1,positive
destruction saint,1,positive
destruction wow,1,positive
destructive awesomeness,1,positive
destructive freedom,1,positive
destructive glory,1,positive
destructive paradise,1,positive
destructive super,1,positive
deteriorate fast,1,positive
detest romantic,1,positive
detriment pros,1,positive
detriment rockstar,1,positive
devastating capable,1,positive
devastating flashy,1,positive
devastating pretty,1,positive
devastating rich,1,positive
devastatingly adorable,1,positive
devastatingly beautiful,1,positive
devastatingly effective,1,positive
devastation fast,1,positive
devastation perfectly,1,positive
devil angel,1,positive
devil nice,1,positive
devil stronger,1,positive
devil trust,1,positive
devil valiant,1,positive
devil won,1,positive
devilish fun,1,positive
devilish humor,1,positive
devilish tickle,1,positive
devilishly creative,1,positive
devilishly gorgeous,1,positive
devilishly sophisticated,1,positive
devilishly tough,1,positive
devious ingenious,1,positive
deviously clever,1,positive
deviously gratifying,1,positive
deviously imaginative,1,positive
deviously ingenious,1,positive
diabolical perfection,1,positive
diabolically captivating,1,positive
diabolically fast,1,positive
diabolically fun,1,positive
dictator award,1,positive
dictator won,1,positive
die beautiful,1,positive
die boom,1,positive
die calm,1,positive
die comfortable,1,positive
die excellent,1,positive
die excited,1,positive
die fiery,1,positive
die friendly,1,positive
die gold,1,positive
die grace,1,positive
die gracefully,1,positive
die happier,1,positive
die happily,1,positive
die heal,1,positive
die helping,1,positive
die hero,1,positive
die holy,1,positive
die honoring,1,positive
die leading,1,positive
die lucky,1,positive
die patience,1,positive
die properly,1,positive
die proving,1,positive
die recommend,1,positive
die recommended,1,positive
die renowned,1,positive
die respect,1,positive
die revive,1,positive
die revives,1,positive
die skill,1,positive
die spectacularly,1,positive
die survivor,1,positive
die terrifically,1,positive
die variety,1,positive
